watersource,age_scaled,log_hhsize,year_scaled,gender,slumarea,selfrating_scaled,shocks_ever_bin,dwelling,ownhere,ownelse,expenditure_scaled,income_scaled,foodeaten,rentorown,watersourceP
1,-0.4920945440540917,1.3862943611198906,0.6679617884649054,male,viwandani,-0.7025047800851382,No,0.6864842343865799,-2.008593520030371,0.8918584876425999,0.8506347587048461,-0.7870693546384093,Didn't have enough,Not owned,Base year
1,-0.3061552471164666,0,-0.9814983671034362,male,viwandani,-0.7025047800851382,Yes,0.037698343300173874,-1.6962590620583098,-0.43281576270559113,-0.7660618638841531,-0.7870693546384093,Had enough,Not owned,Improved
1,0.5305715891028464,1.0986122886681098,-0.9814983671034362,male,viwandani,1.5375716526330494,No,0.6864842343865799,4.167925628729405,0.8918584876425999,0.07794887290863318,1.3275680569011632,Had enough,Not owned,Improved
0,2.5759038554167226,0,1.4926918662490762,female,viwandani,-0.7025047800851382,No,0.6864842343865799,3.897736341891402,0.7737385011678112,-0.7838930766332965,-0.08219021745855175,Had enough,Owned,Improved
1,-0.8639731379293419,2.1972245773362196,-0.15676828931926542,male,viwandani,0.7908795083936536,No,0.037698343300173874,-0.36516102129562616,-2.6795872409710975,0.054173922576442025,-0.08219021745855175,Had enough,Not owned,Improved
1,1.8321466676662221,0,0.6679617884649054,male,korogocho,-1.449196924324534,No,0.037698343300173874,-1.3285840563351003,2.2576043991038617,0.30381090106444925,-0.08219021745855175,Didn't have enough,Not owned,Improved
1,-0.9569427863981544,0.6931471805599453,0.25559674957281997,male,viwandani,-0.7025047800851382,No,0.6864842343865799,1.1860328702232212,1.6656343696483424,1.0705530492776143,2.032447194081021,Had enough,Not owned,Improved
1,0.43760194063403385,1.791759469228055,1.4926918662490762,female,korogocho,-0.7025047800851382,No,-0.8213444502512585,0.8446027958926787,-2.6795872409710975,2.0572134880635478,-0.08219021745855175,Didn't have enough,Not owned,Not observed
1,-0.39912489558527914,1.0986122886681098,0.6679617884649054,female,viwandani,0.7908795083936536,No,0.6864842343865799,1.497029350577687,-2.6795872409710975,1.2548089143520957,-0.08219021745855175,Had enough,Not owned,Not observed
1,-1.235851731804592,0,-0.9814983671034362,male,korogocho,-0.7025047800851382,No,-3.7064736391454325,-2.262421619249821,-2.6795872409710975,-1.309913852733026,-1.4919484918182668,Didn't have enough,Not owned,Base year
1,-0.9569427863981544,0,-1.3938634059955215,female,viwandani,0.7908795083936536,No,0.037698343300173874,-1.802127668974847,-2.6795872409710975,-1.0965336735016102,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,-0.8639731379293419,1.0986122886681098,1.0803268273569908,male,viwandani,0.7908795083936536,No,0.6864842343865799,3.065559358787962,2.1280864692793955,1.6352081196671544,1.3275680569011632,Had enough,Not owned,Improved
1,-1.1428820833357796,0.6931471805599453,1.0803268273569908,female,viwandani,0.7908795083936536,No,0.6864842343865799,1.9981387120827725,-2.6795872409710975,0.8744097090370372,0.6226889197213058,Had enough,Not owned,Not observed
1,2.018085964603847,1.3862943611198906,1.0803268273569908,male,viwandani,0.7908795083936536,No,0.6864842343865799,-0.7637594767611845,-0.43281576270559113,1.5103896304231508,2.032447194081021,Had enough,Not owned,Improved
0,-0.3061552471164666,1.3862943611198906,-0.5691333282113508,male,viwandani,-0.7025047800851382,No,0.037698343300173874,2.6863008381094384,2.965276937801275,2.413837743046415,0.6226889197213058,Had enough,Not owned,Unimproved
1,-0.7710034894605293,0,0.6679617884649054,female,viwandani,1.5375716526330494,No,0.6864842343865799,-0.36516102129562616,-2.6795872409710975,0.5237291916372175,-0.08219021745855175,Had enough,Not owned,Base year
1,-0.3061552471164666,1.0986122886681098,-1.3938634059955215,male,viwandani,-0.7025047800851382,No,1.5455270279380127,-3.019378803233771,0.2679537722403066,-1.2593920832771197,-0.7870693546384093,Had enough,Not owned,Base year
1,-0.3061552471164666,0.6931471805599453,1.4926918662490762,male,viwandani,1.5375716526330494,Yes,0.6864842343865799,-0.2737070311055937,-0.43281576270559113,0.8981846593692283,1.3275680569011632,Had enough,Not owned,Improved
1,2.5759038554167226,1.6094379124341003,-1.806228444887607,female,korogocho,-0.7025047800851382,No,0.6864842343865799,3.6453338929414842,4.1099959332548535,0.7495912197930336,0.6226889197213058,Had enough,Owned,Base year
1,1.274328776853347,0.6931471805599453,-0.9814983671034362,male,korogocho,0.7908795083936536,No,1.5455270279380127,0.15247433337022692,4.209342287059683,-0.00288595822081677,0.6226889197213058,Had enough,Owned,Improved
1,1.5532377222597844,1.791759469228055,0.6679617884649054,female,korogocho,-1.449196924324534,No,0.6864842343865799,2.2940959049026586,-2.6795872409710975,1.474727204924864,0.6226889197213058,Didn't have enough,Owned,Base year
1,-0.6780338409917168,1.0986122886681098,1.0803268273569908,male,viwandani,0.7908795083936536,No,0.6864842343865799,3.065559358787962,2.87098078602738,-0.18357558074546962,1.3275680569011632,Had enough,Not owned,Unimproved
1,0.9024501829780966,1.3862943611198906,-0.15676828931926542,male,viwandani,1.5375716526330494,No,0.6864842343865799,-0.8682901060601266,2.8321909322228005,-0.0052634532540358865,0.6226889197213058,Had enough,Not owned,Not observed
1,-1.1428820833357796,1.3862943611198906,-1.3938634059955215,male,korogocho,0.04418736415425772,No,2.194312919024419,-0.029281464616468782,-2.6795872409710975,-0.9146553034603478,-1.4919484918182668,Had enough,Not owned,Improved
1,0.809480534509284,0,0.6679617884649054,male,viwandani,0.7908795083936536,No,0.037698343300173874,-0.2461241220953311,-0.43281576270559113,-0.47481872231481137,-0.08219021745855175,Didn't have enough,Not owned,Improved
1,0.7165108860404715,0,-1.3938634059955215,male,viwandani,1.5375716526330494,No,0.037698343300173874,-0.9116690700594925,1.6609314135623146,-1.0287750650548655,-0.7870693546384093,Had enough,Not owned,Base year
0,0.25166264369640873,1.3862943611198906,-0.15676828931926542,male,viwandani,-0.7025047800851382,No,0.6864842343865799,2.868634527877952,-2.6795872409710975,-0.3321690203216644,1.3275680569011632,Had enough,Not owned,Unimproved
1,0.809480534509284,1.791759469228055,-0.5691333282113508,male,korogocho,-0.7025047800851382,No,-0.8213444502512585,0.9495408876951984,2.7716344322225495,0.2740922131492103,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,-0.7710034894605293,0,-0.15676828931926542,male,viwandani,0.04418736415425772,No,0.6864842343865799,0.7153621135249085,-0.43281576270559113,-0.34405649548775996,-0.08219021745855175,Had enough,Not owned,Base year
1,-0.4920945440540917,2.1972245773362196,1.0803268273569908,male,korogocho,-0.7025047800851382,No,0.6864842343865799,0.15247433337022692,-2.6795872409710975,-0.40943760890128567,0.6226889197213058,Had enough,Not owned,Improved
1,1.8321466676662221,0,-1.3938634059955215,male,korogocho,1.5375716526330494,No,-3.7064736391454325,-4.514465992793805,-2.6795872409710975,-1.1821234946974986,-1.4919484918182668,Had enough,Not owned,Base year
1,-0.3061552471164666,1.3862943611198906,-0.15676828931926542,male,viwandani,0.04418736415425772,No,0.6864842343865799,2.26849280446299,3.9131059464065836,1.6114331693349633,0.6226889197213058,Had enough,Not owned,Not observed
1,-1.049912434866967,0,-1.806228444887607,male,viwandani,-1.449196924324534,No,0.037698343300173874,-0.36516102129562616,-2.6795872409710975,-1.0394737927043516,-0.7870693546384093,Had enough,Not owned,Base year
1,-0.8639731379293419,1.3862943611198906,1.0803268273569908,female,korogocho,-1.449196924324534,No,0.6864842343865799,-0.8440821283308944,-2.6795872409710975,-0.24598482536747143,-1.4919484918182668,Didn't have enough,Not owned,Improved
1,-0.3061552471164666,1.0986122886681098,1.0803268273569908,male,viwandani,0.7908795083936536,No,0.6864842343865799,1.098430895112129,0.2679537722403066,1.248865176769048,-1.4919484918182668,Had enough,Not owned,Improved
1,0.3446322921652213,0,-0.15676828931926542,female,viwandani,0.04418736415425772,No,0.037698343300173874,-0.2461241220953311,3.9131059464065836,-0.9562614665416824,-0.7870693546384093,Had enough,Not owned,Improved
1,-0.21318559864765405,1.0986122886681098,0.6679617884649054,male,korogocho,0.04418736415425772,No,-1.4701303413376645,-0.6761575016500923,-0.43281576270559113,-0.3856626585690945,-1.4919484918182668,Didn't have enough,Not owned,Improved
1,-0.02724630171002894,0.6931471805599453,-0.9814983671034362,male,viwandani,0.04418736415425772,No,0.037698343300173874,-0.49995222131478134,-0.43281576270559113,-0.6590745873892929,-0.7870693546384093,Didn't have enough,Not owned,Base year
1,0.15869299522759617,1.9459101490553132,-1.3938634059955215,male,korogocho,1.5375716526330494,No,-3.0576877480590263,-0.9299856008695424,2.2082862168205075,0.03634270982729865,-0.7870693546384093,Didn't have enough,Not owned,Base year
1,0.15869299522759617,1.6094379124341003,-0.5691333282113508,female,viwandani,-1.449196924324534,Yes,0.037698343300173874,-3.019378803233771,-2.6795872409710975,-0.6174684243079583,-1.4919484918182668,Didn't have enough,Not owned,Not observed
1,1.0883894799157217,0.6931471805599453,-1.806228444887607,male,viwandani,1.5375716526330494,No,0.037698343300173874,-2.339369339538501,0.9615299067049371,-0.3963613862185805,-0.08219021745855175,Had enough,Not owned,Base year
1,-0.4920945440540917,0,0.6679617884649054,male,viwandani,2.2842637968724455,No,0.6864842343865799,-0.7833829528039093,-2.6795872409710975,-0.11225072974889612,-0.08219021745855175,Had enough,Not owned,Improved
0,-1.049912434866967,0,0.25559674957281997,female,viwandani,-0.7025047800851382,No,0.037698343300173874,-0.11133292207617619,0.2679537722403066,-0.47481872231481137,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,-0.5850641925229043,0.6931471805599453,1.4926918662490762,male,viwandani,0.7908795083936536,No,0.037698343300173874,-0.2461241220953311,-0.43281576270559113,-0.3737751834029989,0.6226889197213058,Didn't have enough,Not owned,Improved
1,-0.5850641925229043,1.3862943611198906,1.0803268273569908,male,viwandani,0.04418736415425772,No,0.037698343300173874,-0.2461241220953311,-0.43281576270559113,-0.21329426866070858,-0.08219021745855175,Didn't have enough,Not owned,Base year
0,-0.1202159501788415,0,0.25559674957281997,male,viwandani,-0.7025047800851382,No,0.037698343300173874,-2.008593520030371,1.555789243494891,0.2146548373187324,0.6226889197213058,Had enough,Not owned,Base year
1,-1.049912434866967,1.0986122886681098,-1.806228444887607,male,viwandani,0.7908795083936536,No,0.037698343300173874,-2.446017083944972,-0.43281576270559113,-0.5330673506286797,1.3275680569011632,Had enough,Not owned,Base year
1,-0.4920945440540917,0.6931471805599453,-0.5691333282113508,male,viwandani,-0.7025047800851382,No,0.037698343300173874,0.15247433337022692,0.8918584876425999,1.0705530492776143,0.6226889197213058,Had enough,Not owned,Improved
0,0.43760194063403385,1.791759469228055,1.0803268273569908,male,viwandani,0.04418736415425772,No,0.6864842343865799,1.7508574497971372,0.20144127538330683,2.550543707456514,2.032447194081021,Had enough,Owned,Not observed
1,-0.9569427863981544,2.1972245773362196,-0.5691333282113508,male,viwandani,0.04418736415425772,No,0.6864842343865799,2.0146647052435402,3.73999390037811,0.963565772782754,0.6226889197213058,Had enough,Not owned,Improved
1,-0.02724630171002894,1.3862943611198906,-0.15676828931926542,male,viwandani,1.5375716526330494,No,-1.5498590634211882,2.0146647052435402,-2.6795872409710975,0.2622047379831147,2.032447194081021,Had enough,Not owned,Improved
1,-1.235851731804592,1.0986122886681098,-0.5691333282113508,male,korogocho,0.04418736415425772,No,0.6864842343865799,-0.36516102129562616,-2.6795872409710975,-0.7779493390502487,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,-1.3288213802734048,0.6931471805599453,-0.5691333282113508,male,viwandani,0.7908795083936536,No,0.037698343300173874,0.5355431149574471,1.555789243494891,-0.43796754929991505,1.3275680569011632,Had enough,Not owned,Base year
1,-0.8639731379293419,1.0986122886681098,1.0803268273569908,male,korogocho,0.04418736415425772,No,0.6864842343865799,0.9322047710037711,-2.6795872409710975,-0.3083940699894732,1.3275680569011632,Had enough,Not owned,Base year
1,0.3446322921652213,1.0986122886681098,0.6679617884649054,male,viwandani,-1.449196924324534,No,0.6864842343865799,2.26849280446299,0.2679537722403066,1.1537653754402832,0.6226889197213058,Had enough,Not owned,Unimproved
1,0.7165108860404715,0.6931471805599453,1.0803268273569908,female,korogocho,0.04418736415425772,No,1.5455270279380127,0.4615340143054584,-2.6795872409710975,-0.30245033240642544,-0.7870693546384093,Had enough,Not owned,Improved
1,1.1813591283845342,0,-0.5691333282113508,male,korogocho,0.04418736415425772,No,-1.5498590634211882,0.9495408876951984,4.781639512844188,-0.6412433746401495,-0.7870693546384093,Didn't have enough,Owned,Base year
1,-0.7710034894605293,0.6931471805599453,-0.15676828931926542,male,viwandani,0.04418736415425772,No,0.037698343300173874,-0.2461241220953311,2.953469840902927,-0.49264993506395477,-0.08219021745855175,Had enough,Not owned,Base year
1,0.6235412375716589,1.6094379124341003,0.6679617884649054,female,korogocho,-1.449196924324534,No,-1.5498590634211882,-1.0451704849908967,-2.6795872409710975,0.37513575206102273,-0.7870693546384093,Had enough,Not owned,Improved
1,0.6235412375716589,1.0986122886681098,0.25559674957281997,female,korogocho,0.7908795083936536,No,0.037698343300173874,3.1682006214336336,-2.6795872409710975,1.8194639847416358,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,2.5759038554167226,0,-1.3938634059955215,male,viwandani,0.04418736415425772,No,0.037698343300173874,-2.339369339538501,2.2493653779595215,-0.5342560981452893,-0.08219021745855175,Had enough,Not owned,Base year
1,-0.5850641925229043,2.1972245773362196,-0.5691333282113508,male,korogocho,0.7908795083936536,No,2.194312919024419,0.11740410728934556,0.9318845280925979,-0.9443739913755869,-0.08219021745855175,Didn't have enough,Not owned,Improved
0,-0.39912489558527914,1.0986122886681098,1.4926918662490762,male,viwandani,0.04418736415425772,No,0.6864842343865799,1.7036682248890742,-0.43281576270559113,1.361796190846956,1.3275680569011632,Had enough,Not owned,Improved
1,-0.39912489558527914,0,-0.9814983671034362,male,korogocho,0.7908795083936536,No,-3.7064736391454325,0.33365041205819096,4.190202031216903,-1.0156988423721602,0.6226889197213058,Had enough,Not owned,Improved
1,-0.9569427863981544,0.6931471805599453,-1.3938634059955215,male,viwandani,-0.7025047800851382,Yes,0.037698343300173874,0.6052809665745813,2.969376940577705,-1.5975907517525392,-0.08219021745855175,Had enough,Owned,Base year
1,0.43760194063403385,0.6931471805599453,-1.3938634059955215,male,viwandani,0.7908795083936536,No,0.037698343300173874,-0.36516102129562616,2.873796290769111,-0.9087115658773001,-0.08219021745855175,Didn't have enough,Not owned,Improved
1,-0.02724630171002894,1.3862943611198906,-0.5691333282113508,male,viwandani,-0.7025047800851382,No,0.6864842343865799,3.6453338929414842,-0.43281576270559113,0.7971411204574159,1.3275680569011632,Had enough,Owned,Improved
1,0.5305715891028464,1.791759469228055,1.0803268273569908,male,korogocho,0.04418736415425772,No,0.6864842343865799,-0.029281464616468782,-2.6795872409710975,1.4331210418435296,2.032447194081021,Had enough,Not owned,Not observed
1,-0.6780338409917168,0,0.6679617884649054,female,viwandani,-1.449196924324534,No,0.037698343300173874,-0.7637594767611845,1.5807316660212023,-0.41538134648433345,-0.08219021745855175,Didn't have enough,Not owned,Improved
1,-0.02724630171002894,1.9459101490553132,-0.15676828931926542,male,viwandani,1.5375716526330494,No,0.6864842343865799,1.7508574497971372,0.9720582351837118,1.9383387364025917,2.032447194081021,Had enough,Not owned,Not observed
1,-0.1202159501788415,1.6094379124341003,-0.5691333282113508,male,korogocho,0.04418736415425772,No,0.6864842343865799,2.6033760418597174,-2.6795872409710975,0.36324827689492717,-0.7870693546384093,Didn't have enough,Owned,Improved
0,2.5759038554167226,0.6931471805599453,-0.15676828931926542,male,viwandani,-0.7025047800851382,Yes,0.037698343300173874,-0.8738406237115114,-2.6795872409710975,-1.5387477496803659,-0.7870693546384093,Had enough,Owned,Improved
1,-0.6780338409917168,1.0986122886681098,0.25559674957281997,male,viwandani,-0.7025047800851382,Yes,0.037698343300173874,-0.2737070311055937,1.5134738957104583,-0.6174684243079583,0.6226889197213058,Had enough,Not owned,Unimproved
1,-0.39912489558527914,0,0.25559674957281997,female,viwandani,0.7908795083936536,No,0.6864842343865799,1.3622381505585321,-2.6795872409710975,1.076496786860662,-0.08219021745855175,Had enough,Not owned,Improved
1,-0.02724630171002894,1.0986122886681098,0.25559674957281997,female,viwandani,0.7908795083936536,Yes,-1.0804733056037106,-0.7637594767611845,0.8918584876425999,-0.7838930766332965,0.6226889197213058,Had enough,Not owned,Base year
1,-0.5850641925229043,1.6094379124341003,1.0803268273569908,female,korogocho,-0.7025047800851382,No,0.037698343300173874,1.1860328702232212,-0.43281576270559113,0.22654231248482795,-0.08219021745855175,Had enough,Not owned,Improved
1,2.296994910010285,0,1.4926918662490762,male,korogocho,-1.449196924324534,No,-3.0576877480590263,-0.7637594767611845,2.3801977027267536,-0.3202815451555688,-0.7870693546384093,Didn't have enough,Not owned,Not observed
1,-0.21318559864765405,1.6094379124341003,1.0803268273569908,male,viwandani,0.04418736415425772,No,0.6864842343865799,1.6160662497779823,3.9131059464065836,2.7050808846157564,0.6226889197213058,Had enough,Not owned,Not observed
0,0.3446322921652213,0,0.25559674957281997,male,viwandani,-0.7025047800851382,No,0.037698343300173874,-0.7637594767611845,0.7737385011678112,0.5177854540541698,-0.08219021745855175,Had enough,Not owned,Improved
0,-0.6780338409917168,1.6094379124341003,1.4926918662490762,male,viwandani,0.04418736415425772,No,0.6864842343865799,1.1860328702232212,-0.43281576270559113,1.4331210418435296,2.032447194081021,Didn't have enough,Not owned,Improved
1,0.6235412375716589,1.3862943611198906,0.6679617884649054,male,viwandani,0.04418736415425772,No,0.6864842343865799,2.26849280446299,3.9131059464065836,2.663474721534422,1.3275680569011632,Had enough,Not owned,Improved
1,0.3446322921652213,1.9459101490553132,-0.9814983671034362,male,korogocho,-0.7025047800851382,No,2.194312919024419,8.265406991338734,5.741275618347844,3.513429195910256,2.032447194081021,Didn't have enough,Owned,Improved
1,-0.9569427863981544,0,1.0803268273569908,female,viwandani,-1.449196924324534,No,0.037698343300173874,-0.7637594767611845,0.8918584876425999,-0.5104811478130982,-0.08219021745855175,Didn't have enough,Not owned,Base year
1,0.06572334675878362,1.6094379124341003,1.4926918662490762,male,viwandani,2.2842637968724455,No,0.6864842343865799,-1.6099950645648127,-2.6795872409710975,0.04823018499339423,0.6226889197213058,Had enough,Not owned,Improved
1,-0.3061552471164666,1.791759469228055,0.25559674957281997,female,korogocho,-0.7025047800851382,No,-1.4701303413376645,-1.6869427848534926,-2.6795872409710975,-0.9800364168738736,-1.4919484918182668,Didn't have enough,Not owned,Improved
1,-1.3288213802734048,1.0986122886681098,0.25559674957281997,male,korogocho,-0.7025047800851382,No,-0.8213444502512585,-1.7745447599645847,-2.6795872409710975,0.15521746148825447,-1.4919484918182668,Didn't have enough,Not owned,Not observed
0,-1.235851731804592,1.0986122886681098,-0.9814983671034362,female,viwandani,0.04418736415425772,Yes,-0.6908162698697553,-1.0175875759806345,-0.43281576270559113,-0.6887932753045318,-0.7870693546384093,Had enough,Not owned,Improved
1,-0.4920945440540917,1.0986122886681098,-0.9814983671034362,male,viwandani,0.04418736415425772,No,0.037698343300173874,-2.3289599933152707,3.453806340290659,0.11361129840691993,-0.7870693546384093,Didn't have enough,Not owned,Improved
1,-1.1428820833357796,1.0986122886681098,-0.5691333282113508,male,viwandani,1.5375716526330494,No,0.037698343300173874,0.15247433337022692,-2.6795872409710975,0.15521746148825447,1.3275680569011632,Had enough,Not owned,Improved
1,0.3446322921652213,1.791759469228055,-0.9814983671034362,male,korogocho,0.7908795083936536,No,0.037698343300173874,-0.36223990835670206,1.5811781592394574,-1.134573594033116,-0.08219021745855175,Had enough,Not owned,Base year
1,-1.5147606772110298,1.791759469228055,0.25559674957281997,male,korogocho,-0.7025047800851382,No,-0.8213444502512585,0.03150063475069737,-2.6795872409710975,-0.6364883845737113,-1.4919484918182668,Didn't have enough,Not owned,Improved
1,-1.3288213802734048,1.3862943611198906,1.4926918662490762,male,korogocho,-0.7025047800851382,No,0.6864842343865799,1.098430895112129,0.9318845280925979,-0.10630699216584834,-0.7870693546384093,Had enough,Not owned,Base year
1,-0.8639731379293419,1.6094379124341003,1.0803268273569908,male,viwandani,0.04418736415425772,No,0.6864842343865799,0.533606315538213,1.5485958430136237,2.217694402805838,-0.08219021745855175,Had enough,Not owned,Improved
1,-0.6780338409917168,1.791759469228055,-0.9814983671034362,male,korogocho,0.04418736415425772,No,-0.8213444502512585,2.0146647052435402,0.23111499314670017,-0.7838930766332965,-0.08219021745855175,Had enough,Not owned,Improved
1,-0.02724630171002894,1.9459101490553132,0.6679617884649054,male,viwandani,0.7908795083936536,No,0.6864842343865799,2.26849280446299,0.8918584876425999,2.1939194524736467,2.032447194081021,Didn't have enough,Owned,Improved
1,0.06572334675878362,1.3862943611198906,-0.5691333282113508,female,korogocho,0.7908795083936536,No,-2.198644954507594,-0.6044828506137235,-2.6795872409710975,-0.599637211558815,-1.4919484918182668,Didn't have enough,Not owned,Not observed
1,0.15869299522759617,1.9459101490553132,1.4926918662490762,male,korogocho,-0.7025047800851382,No,-0.8213444502512585,1.8610716554754736,-2.6795872409710975,0.5475041419694087,-0.7870693546384093,Had enough,Not owned,Improved
1,-1.4217910287422173,0.6931471805599453,-0.15676828931926542,female,korogocho,-0.7025047800851382,No,0.037698343300173874,-2.446017083944972,-2.6795872409710975,-1.1642922819483552,-1.4919484918182668,Had enough,Not owned,Base year
1,0.06572334675878362,0,-0.9814983671034362,female,viwandani,0.7908795083936536,No,0.037698343300173874,-0.36516102129562616,0.8918584876425999,-0.9895463970067501,-0.7870693546384093,Had enough,Not owned,Base year
0,0.06572334675878362,1.791759469228055,-0.15676828931926542,female,viwandani,-0.7025047800851382,No,0.6864842343865799,0.5355431149574471,-2.6795872409710975,1.248865176769048,0.6226889197213058,Had enough,Not owned,Improved
1,0.7165108860404715,1.0986122886681098,-0.9814983671034362,female,korogocho,1.5375716526330494,No,1.5455270279380127,0.15247433337022692,0.9318845280925979,0.16710493665435006,-0.08219021745855175,Didn't have enough,Not owned,Improved
1,-1.4217910287422173,0,0.25559674957281997,male,viwandani,0.7908795083936536,No,0.037698343300173874,-1.0175875759806345,-2.6795872409710975,0.44051686547454844,-0.08219021745855175,Had enough,Not owned,Base year
0,-0.02724630171002894,0,0.6679617884649054,male,korogocho,-1.449196924324534,Yes,0.6864842343865799,-1.1799616850100516,-2.6795872409710975,-0.5818059988096717,-0.7870693546384093,Had enough,Not owned,Base year
1,-0.21318559864765405,1.6094379124341003,-1.3938634059955215,male,korogocho,0.7908795083936536,No,1.5455270279380127,0.4319055330293453,-2.6795872409710975,-0.6055809491418628,-0.7870693546384093,Didn't have enough,Not owned,Base year
1,0.25166264369640873,2.0794415416798357,1.0803268273569908,male,korogocho,0.04418736415425772,No,-0.8213444502512585,2.0146647052435402,-2.6795872409710975,-0.23706921899289973,0.6226889197213058,Had enough,Not owned,Not observed
1,1.0883894799157217,2.1972245773362196,0.6679617884649054,male,korogocho,0.04418736415425772,No,0.037698343300173874,0.22454663460298138,-0.43281576270559113,0.6604351560473167,0.6226889197213058,Didn't have enough,Not owned,Improved
1,-0.6780338409917168,1.3862943611198906,-1.3938634059955215,male,viwandani,0.7908795083936536,No,0.037698343300173874,0.9277480481642271,-2.6795872409710975,-0.3155265550891306,-0.7870693546384093,Had enough,Not owned,Base year
1,-0.21318559864765405,1.3862943611198906,0.25559674957281997,female,viwandani,0.7908795083936536,No,0.6864842343865799,1.497029350577687,-2.6795872409710975,1.2548089143520957,0.6226889197213058,Had enough,Not owned,Not observed
1,-1.4217910287422173,0,0.6679617884649054,female,korogocho,-1.449196924324534,No,0.6864842343865799,-4.5717044500692365,-2.6795872409710975,-0.7244557008028186,-0.7870693546384093,Didn't have enough,Not owned,Base year
1,0.43760194063403385,1.6094379124341003,1.0803268273569908,male,korogocho,-1.449196924324534,No,2.194312919024419,-1.5824121555545505,-2.6795872409710975,0.511841716471122,0.6226889197213058,Didn't have enough,Not owned,Improved
1,1.3672984253221594,0,1.0803268273569908,female,viwandani,-1.449196924324534,No,2.194312919024419,0.40630243258967713,1.595962950586005,1.0289468861962798,1.3275680569011632,Had enough,Not owned,Unimproved
1,-0.02724630171002894,0,1.4926918662490762,male,viwandani,-0.7025047800851382,No,0.6864842343865799,1.7508574497971372,2.2227003108680443,1.0348906237793276,0.6226889197213058,Had enough,Not owned,Improved
1,0.5305715891028464,0,0.25559674957281997,female,viwandani,0.7908795083936536,No,1.5455270279380127,-0.2461241220953311,-0.43281576270559113,-0.0052634532540358865,-0.7870693546384093,Had enough,Not owned,Improved
1,1.7391770191974096,0,1.0803268273569908,male,korogocho,-0.7025047800851382,No,-3.7064736391454325,-1.3285840563351003,3.5257670666874312,1.2429214391860002,-0.08219021745855175,Didn't have enough,Not owned,Not observed
1,1.1813591283845342,1.6094379124341003,-0.9814983671034362,female,korogocho,0.7908795083936536,No,-1.4701303413376645,1.0531784696233004,2.1577318478917347,-0.4480719031910963,-0.08219021745855175,Had enough,Not owned,Not observed
1,-0.9569427863981544,0,0.25559674957281997,male,viwandani,0.7908795083936536,No,0.6864842343865799,-0.49995222131478134,-2.6795872409710975,0.8862971842031327,-0.08219021745855175,Had enough,Not owned,Not observed
